Screen Name,Statuses,Followers,Friends,Philanthropic Impact Score,Mentioned Key Words,Twitter Score,Impact Indicator,Profile,Description,Tags Mentioned,Users Mentioned,prediction
HannahOjo,1269,5282,544,67.71589615145513,False,72.81090581000001,False,https://pbs.twimg.com/profile_images/727225669327945728/HjVfypX0_normal.jpg,Tech-savvy Journalist with Nigeria's widest circulating newspaper. Lover of God and Country. #VerveLady #IBelieveInNigeria,"VerveLady, IBelieveInNigeria",None,Hot 🔥🔥🔥
RochesterFunds,2419,5668,3,67.71058246453717,False,75.39517857999999,False,https://pbs.twimg.com/profile_images/535451797733662720/8Het9xrH_normal.jpeg,"The Rochester investment team, one of the most respected leaders in the financial industry, manages 20 municipal bond funds. Disclosures: http://t.co/MErQfyxa3E",None,None,Hot 🔥🔥🔥
AustraliaUN_GVA,1574,4169,163,67.6857514039206,False,73.84969675,False,https://pbs.twimg.com/profile_images/3722932734/19666238f48c0a75230091520f8e95e9_normal.png,Australian Mission to the UN & other International Organisations in Geneva. RT and/or following ≠ endorsement. Personal tweets from Amb Quinn signed JQ.,None,None,Hot 🔥🔥🔥
NDI,5578,19419,2038,67.66553868883788,False,71.08678912,False,https://pbs.twimg.com/profile_images/565576812193787904/PGGj14mW_normal.png,"The National Democratic Institute (@NDI) is a nonprofit, nonpartisan organization working for democracy and making democracy work worldwide.",None,NDI,Hot 🔥🔥🔥
culturemonster,18871,46359,585,67.65408353559269,False,75.03972079,False,https://pbs.twimg.com/profile_images/547156870058631168/bTCJuV6N_normal.jpeg,"All the arts, all the time from @knightLAT, @markswed, @hawthorneLAT,  @boehmm, @DavidNgLAT, @charlesmcnulty & @kscottLATarts.",None,"knightLAT, markswed, hawthorneLAT, boehmm, DavidNgLAT, charlesmcnulty, kscottLATarts",Hot 🔥🔥🔥
RegionalPlan,2507,9106,836,67.64640173705519,False,72.63364123,False,https://pbs.twimg.com/profile_images/3560816457/88446706c171f102815c1a008a91f6b1_normal.png,"For nine decades, RPA has been shaping transportation systems, protecting open spaces and promoting greater economic opportunity in the NY-NJ-CT region.",None,None,Hot 🔥🔥🔥
unicef_aids,1009,5232,645,67.63785685847688,False,72.51601912000001,False,https://pbs.twimg.com/profile_images/743122661522452480/o-USGZ6F_normal.jpg,"UNICEF's HIV and AIDS Section. An AIDS-free generation is within reach, and it starts with children. We're working to make it a reality.",None,None,Hot 🔥🔥🔥
WorldMalaria,211,499,2,67.63480053023008,False,75.26550373,False,https://pbs.twimg.com/profile_images/183928922/love-twitter-logo_normal.png,News about World Malaria Day - April 25,None,None,Hot 🔥🔥🔥
UN4Indigenous,2330,6648,323,67.59422113660591,False,73.89294899000001,False,https://pbs.twimg.com/profile_images/2703131308/4819bb8aa4e3bdad093ea6a901f69ff4_normal.jpeg,"The @UN Permanent Forum on #Indigenous Issues (UNPFII) deals with issues related to development, culture, environment, education, health and human rights.",Indigenous,UN,Hot 🔥🔥🔥
danpallotta,5935,17489,875,67.59297477467037,True,74.11923874,False,https://pbs.twimg.com/profile_images/659765428676268032/P--HoAuJ_normal.png,"Husband, father, brother, son, gay, charity defender, philanthropy futurist, author, entrepreneur, TED talker, human potentialist",None,None,Hot 🔥🔥🔥
StoryCorps,7028,50850,7401,67.5827093526075,False,72.25673834,False,https://pbs.twimg.com/profile_images/489068019943874560/VhyKjyxb_normal.png,Our mission is to preserve and share humanity’s stories in order to build connections between people and create a more just and compassionate world.,None,None,Hot 🔥🔥🔥
RainforestUS,1548,6223,653,67.56842698394694,True,72.31715348,False,https://pbs.twimg.com/profile_images/628753673104039936/swOXU29t_normal.png,"The Rainforest Foundation US protects rainforests by helping indigenous peoples protect their lands, livelihoods, and cultures.",None,None,Hot 🔥🔥🔥
CurtGuyette,147,324,11,67.56293730715677,False,71.87658297,False,https://pbs.twimg.com/profile_images/708343262793207809/LjCKiZdr_normal.jpg,,None,None,Hot 🔥🔥🔥
JapanMissionUN,249,1163,129,67.55605822819052,False,72.90674869,False,https://pbs.twimg.com/profile_images/732568454167822336/lPjDVQqZ_normal.jpg,The official Twitter account of the Permanent Mission of Japan to the @UN. RTs do not imply endorsements.,None,UN,Hot 🔥🔥🔥
collcons,5689,16732,1257,67.54396902793535,False,71.96197605,False,https://pbs.twimg.com/profile_images/3428005215/1522c724150711e8df0fdfbbd901feff_normal.jpeg,"Collaborative Consumption is the explosion in traditional sharing, lending, renting and swapping redefined through tech and peer communities #CollCons",CollCons,None,Hot 🔥🔥🔥
UNDESA,9613,43467,4677,67.52754301556566,False,72.95381605,False,https://pbs.twimg.com/profile_images/1544083537/profile_blue2_normal.png,"UN DESA assists countries around the world in agenda-setting and decision-making with the goal of meeting their economic, social and environmental challenges.",None,None,Hot 🔥🔥🔥
